"","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","blocknum","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low"
"833","Subject214","num1","negative",395.5,60.6142797457077,516.728559491415,274.271440508585,0,0,"Subject214","num2","negative",364.666666666667,44.8336994465169,454.3340655597,274.999267773633,0,0,"Subject214","num1","positive",436,84.6962487094591,605.392497418918,266.607502581082,0,0,"Subject214","num2","positive",420.5,52.96568357308,526.43136714616,314.56863285384,0,0,"Subject214","num1","suicide",456.166666666667,138.071676598743,732.310019864153,180.023313469181,0,0,"Subject214","num2","suicide",381.2,32.5125616749383,446.225123349877,316.174876650123,0,0,"Subject214","num1","neutral",384.166666666667,38.9891204716331,462.144907609933,306.188425723401,0,0,"Subject214","num2","neutral",399.166666666667,56.8935742230947,512.953815112856,285.379518220477,0,0
"841","Subject215","num1","negative",357.166666666667,39.226228083987,435.619122834641,278.714210498693,0,0,"Subject215","num2","negative",455.666666666667,94.1095428774684,643.885752421603,267.44758091173,0,0,"Subject215","num1","positive",474.833333333333,169.232939697885,813.299212729103,136.367453937564,0,0,"Subject215","num2","positive",534.333333333333,41.8032911565005,617.939915646334,450.726751020332,0,0,"Subject215","num1","suicide",459.8,92.0227025129005,643.845405025801,275.754594974199,0,0,"Subject215","num2","suicide",445.166666666667,131.986799156261,709.140264979188,181.193068354145,0,0,"Subject215","num1","neutral",479.2,172.507519964912,824.215039929824,134.184960070176,0,0,"Subject215","num2","neutral",549,171.925988304693,892.851976609386,205.148023390614,0,0
"849","Subject216","num1","negative",721.333333333333,270.433770528801,1262.20087439094,180.465792275731,0,0,"Subject216","num2","negative",604.166666666667,193.394008242868,990.954683152402,217.378650180931,0,0,"Subject216","num1","positive",534,96.7959428150506,727.591885630101,340.408114369899,0,0,"Subject216","num2","positive",627,228.857240138118,1084.71448027624,169.285519723763,0,0,"Subject216","num1","suicide",559.166666666667,121.412020771746,801.990708210158,316.342625123175,0,0,"Subject216","num2","suicide",828.333333333333,233.522174665718,1295.37768266477,361.288984001898,0,0,"Subject216","num1","neutral",578.333333333333,164.245566334699,906.824466002732,249.842200663935,0,0,"Subject216","num2","neutral",691.2,196.398008589135,1083.99601717827,298.403982821731,0,0
"857","Subject218","num1","negative",387.166666666667,51.7666676422955,490.700001951258,283.633331382076,0,0,"Subject218","num2","negative",556.5,98.7996135435946,754.099227087189,358.900772912811,0,0,"Subject218","num1","positive",461.833333333333,104.933600939168,671.70053521167,251.966131454997,0,0,"Subject218","num2","positive",567.833333333333,92.8408543822397,753.515042097813,382.151624568854,0,0,"Subject218","num1","suicide",432.333333333333,88.4239101080012,609.181153549336,255.485513117331,2,0,"Subject218","num2","suicide",464.833333333333,75.7397857900004,616.312904913334,313.353761753332,0,0,"Subject218","num1","neutral",464.333333333333,80.2715089649818,624.876351263297,303.79031540337,0,0,"Subject218","num2","neutral",594.833333333333,125.085304226089,845.003941785512,344.662724881155,0,0
"865","Subject219","num1","negative",442.333333333333,65.1450595815123,572.623452496358,312.043214170309,0,0,"Subject219","num2","negative",412.166666666667,18.6295626910726,449.425792048812,374.907541284521,0,0,"Subject219","num1","positive",383.166666666667,55.874589009403,494.915844685473,271.417488647861,0,0,"Subject219","num2","positive",388,13.5810325249756,415.162065049951,360.837934950049,0,0,"Subject219","num1","suicide",472.166666666667,115.581402509489,703.329471685646,241.003861647688,0,0,"Subject219","num2","suicide",493.166666666667,96.5126777666902,686.192022200047,300.141311133286,0,0,"Subject219","num1","neutral",407.833333333333,62.2207701850776,532.274873703489,283.391792963178,0,0,"Subject219","num2","neutral",549.833333333333,125.509024183583,800.851381700499,298.815284966168,0,0
"873","Subject22","num1","negative",433.247641509434,19.2465033293183,471.740648168071,394.754634850797,0,0,"Subject22","num2","negative",431.058823529412,19.1286533164433,469.316130162298,392.801516896525,0,0,"Subject22","num1","positive",433.372448979592,19.1922313813118,471.756911742215,394.987986216968,0,0,"Subject22","num2","positive",431.346153846154,18.8491462868975,469.044446419949,393.647861272359,0,0,"Subject22","num1","suicide",432.618811881188,18.5222887012851,469.663389283758,395.574234478618,0,0,"Subject22","num2","suicide",421.528645833333,65.6119155280354,552.752476889404,290.304814777263,0,12,"Subject22","num1","neutral",432.028947368421,18.4120731283516,468.853093625124,395.204801111718,0,0,"Subject22","num2","neutral",432.596730245232,19.2298660640768,471.056462373385,394.136998117078,0,0
"881","Subject220","num1","negative",701.166666666667,314.095768063104,1329.35820279288,72.9751305404577,0,0,"Subject220","num2","negative",776.166666666667,542.548336067577,1861.26333880182,-308.930005468488,0,0,"Subject220","num1","positive",632,90.1614713117023,812.322942623405,451.677057376595,0,0,"Subject220","num2","positive",752.166666666667,186.321732169889,1124.81013100644,379.523202326888,0,0,"Subject220","num1","suicide",671,131.744932626372,934.489865252744,407.510134747256,0,0,"Subject220","num2","suicide",745.166666666667,280.456392116115,1306.0794508989,184.253882434437,0,0,"Subject220","num1","neutral",592.333333333333,132.05875643635,856.450846206033,328.215820460634,0,0,"Subject220","num2","neutral",643,65.5854751103821,774.170950220764,511.829049779236,0,0
"889","Subject221","num1","negative",411.333333333333,51.9288557606083,515.19104485455,307.475621812117,0,0,"Subject221","num2","negative",398.2,61.5698338835216,521.339667767043,275.060332232957,0,0,"Subject221","num1","positive",398.5,65.16203579609,528.82407159218,268.17592840782,0,0,"Subject221","num2","positive",399.5,83.7979170927948,567.09583418559,231.90416581441,0,0,"Subject221","num1","suicide",406.5,69.8277100505887,546.155420101177,266.844579898823,0,0,"Subject221","num2","suicide",441.666666666667,42.7026363532177,527.071939373102,356.261393960231,0,0,"Subject221","num1","neutral",426.166666666667,110.165852928733,646.498372524132,205.834960809201,0,0,"Subject221","num2","neutral",402.166666666667,73.8485345867205,549.863735840108,254.469597493226,2,0
"897","Subject222","num1","negative",404.5,49.4248741204081,503.349748240816,305.650251759184,0,0,"Subject222","num2","negative",467.833333333333,64.6709620566552,597.175257446644,338.491409220023,0,0,"Subject222","num1","positive",416.666666666667,96.3283526027074,609.323371872081,224.009961461252,2,0,"Subject222","num2","positive",398.666666666667,65.6039540567395,529.874574780146,267.458758553188,0,0,"Subject222","num1","suicide",379.666666666667,28.6144697450063,436.895606156679,322.437727176654,0,0,"Subject222","num2","suicide",453.833333333333,102.764367129444,659.362067592221,248.304599074445,0,0,"Subject222","num1","neutral",395,42.7551166528639,480.510233305728,309.489766694272,0,0,"Subject222","num2","neutral",417,86.7158368675317,590.431673735063,243.568326264937,0,0
"905","Subject223","num1","negative",492.166666666667,53.8530548358356,599.872776338338,384.460556994995,0,0,"Subject223","num2","negative",516.166666666667,101.968652342796,720.103971352259,312.229361981074,0,0,"Subject223","num1","positive",488.666666666667,84.0468844626545,656.760435591976,320.572897741358,0,0,"Subject223","num2","positive",447.833333333333,66.5689435279263,580.971220389186,314.695446277481,0,0,"Subject223","num1","suicide",487.166666666667,58.2609074194123,603.688481505491,370.644851827842,0,0,"Subject223","num2","suicide",597.666666666667,162.036658777817,921.739984222301,273.593349111032,0,0,"Subject223","num1","neutral",543,83.783270189438,710.566540378876,375.433459621124,0,0,"Subject223","num2","neutral",449.5,37.0834439903014,523.666887980603,375.333112019397,0,0
"913","Subject224","num1","negative",375.5,102.490354313334,580.480708626668,170.519291373332,2,0,"Subject224","num2","negative",418.833333333333,147.487338953265,713.808011239862,123.858655426804,2,0,"Subject224","num1","positive",373,45.7900346443118,464.580069288624,281.419930711376,0,0,"Subject224","num2","positive",441.166666666667,90.1441606371134,621.454987940893,260.87834539244,2,0,"Subject224","num1","suicide",398.833333333333,47.2418022389904,493.316937811314,304.349728855353,0,0,"Subject224","num2","suicide",465.5,98.0273616719518,661.554723343904,269.445276656096,0,0,"Subject224","num1","neutral",379.833333333333,36.5185714480463,452.870476229426,306.796190437241,0,0,"Subject224","num2","neutral",410.333333333333,131.390696594223,673.114726521779,147.551940144887,2,0
"921","Subject225","num1","negative",493.666666666667,74.0998507339109,641.866368134489,345.466965198845,0,0,"Subject225","num2","negative",494.5,83.1247693093176,660.749538618635,328.250461381365,0,0,"Subject225","num1","positive",598.166666666667,266.348655075647,1130.86397681796,65.4693565153723,2,0,"Subject225","num2","positive",438.666666666667,61.6785410352938,562.023748737254,315.309584596079,0,0,"Subject225","num1","suicide",476.833333333333,73.1807641557824,623.194861644898,330.471805021769,0,0,"Subject225","num2","suicide",465.833333333333,70.4618959997443,606.757125332822,324.909541333845,0,0,"Subject225","num1","neutral",559.833333333333,151.99332122488,863.819975783094,255.846690883572,2,0,"Subject225","num2","neutral",411.833333333333,37.9876375425033,487.80860841834,335.858058248327,0,0
"929","Subject226","num1","negative",538,79.6446654037339,697.289330807468,378.710669192532,0,0,"Subject226","num2","negative",569.333333333333,102.518586637061,774.370506607456,364.296160059211,0,0,"Subject226","num1","positive",534.333333333333,27.9588442124665,590.251021758266,478.4156449084,0,0,"Subject226","num2","positive",511.666666666667,50.5736786253182,612.814023917303,410.51930941603,0,0,"Subject226","num1","suicide",550.666666666667,63.6315149667969,677.92969660026,423.403636733073,0,0,"Subject226","num2","suicide",530.333333333333,71.609208820366,673.551750974065,387.114915692601,0,0,"Subject226","num1","neutral",566,42.2288139458442,650.457627891688,481.542372108312,0,0,"Subject226","num2","neutral",565,107.404079827707,779.808159655413,350.191840344587,0,0
"937","Subject227","num1","negative",493.166666666667,219.669517616116,932.505701898898,53.8276314344353,2,0,"Subject227","num2","negative",642.5,289.118251994515,1220.73650398903,64.2634960109708,0,0,"Subject227","num1","positive",521.833333333333,119.487415338363,760.808164010059,282.858502656608,0,0,"Subject227","num2","positive",470.666666666667,76.8154024958931,624.297471658453,317.03586167488,0,0,"Subject227","num1","suicide",474.166666666667,58.0702291639315,590.30712499453,358.026208338804,0,0,"Subject227","num2","suicide",532.333333333333,99.262126196096,730.857585725525,333.809080941141,0,0,"Subject227","num1","neutral",595.333333333333,182.160435447504,959.654204228341,231.012462438326,0,0,"Subject227","num2","neutral",456.333333333333,86.8345692926638,630.002471918661,282.664194748006,0,0
"945","Subject228","num1","negative",637.5,169.212883670245,975.925767340491,299.074232659509,2,0,"Subject228","num2","negative",713.2,121.714419852374,956.628839704748,469.771160295252,0,0,"Subject228","num1","positive",592,69.2531587727231,730.506317545446,453.493682454554,0,0,"Subject228","num2","positive",714,127.731251960015,969.462503920029,458.537496079971,0,0,"Subject228","num1","suicide",613.5,53.9317750833065,721.363550166613,505.636449833387,0,0,"Subject228","num2","suicide",655.666666666667,108.260068465905,872.186803598476,439.146529734857,0,0,"Subject228","num1","neutral",640.833333333333,91.2587065169758,823.350746367285,458.315920299382,0,2,"Subject228","num2","neutral",689.333333333333,96.9885966430481,883.31052661943,495.356140047237,0,0
"953","Subject229","num1","negative",432.833333333333,96.2013355920643,625.236004517462,240.430662149205,0,0,"Subject229","num2","negative",450.8,56.4403323086524,563.680664617305,337.919335382695,0,0,"Subject229","num1","positive",549.333333333333,124.084526420379,797.502386174091,301.164280492576,0,0,"Subject229","num2","positive",408.666666666667,110.313053157683,629.292772982032,188.040560351302,0,0,"Subject229","num1","suicide",407.333333333333,86.9831052909736,581.299543915281,233.367122751386,0,0,"Subject229","num2","suicide",534.75,211.726744379907,958.203488759813,111.296511240187,0,0,"Subject229","num1","neutral",500.6,86.6887151440909,673.977430288182,327.222569711818,0,0,"Subject229","num2","neutral",424.666666666667,67.8197253866097,560.306117439886,289.027215893447,0,0
"961","Subject23","num1","negative",443.666666666667,61.5752803608327,566.817227388332,320.516105945001,2,0,"Subject23","num2","negative",424.666666666667,105.217811604252,635.102289875171,214.231043458163,2,0,"Subject23","num1","positive",489.666666666667,130.232891623453,750.132449913573,229.200883419761,2,0,"Subject23","num2","positive",440.833333333333,27.6695872865148,496.172507906363,385.494158760304,0,0,"Subject23","num1","suicide",443.666666666667,20.6852311536223,485.037128973911,402.296204359422,0,0,"Subject23","num2","suicide",487.5,138.306313534981,764.112627069961,210.887372930039,0,0,"Subject23","num1","neutral",443.333333333333,26.116290051625,495.565913436583,391.100753230083,0,0,"Subject23","num2","neutral",398.833333333333,24.214320831552,447.261974996437,350.404691670229,0,0
"969","Subject230","num1","negative",365.2,43.4633945598669,452.126789119734,278.273210880266,0,0,"Subject230","num2","negative",387,33.8928793808858,454.785758761772,319.214241238228,0,0,"Subject230","num1","positive",389,39.168633090546,467.337266181092,310.662733818908,0,0,"Subject230","num2","positive",445,52.5530035470684,550.106007094137,339.893992905863,0,0,"Subject230","num1","suicide",390,37.4457182890356,464.891436578071,315.108563421929,0,0,"Subject230","num2","suicide",368,36,440,296,0,0,"Subject230","num1","neutral",366.333333333333,20.7291333561481,407.791600045629,324.875066621037,0,0,"Subject230","num2","neutral",451.333333333333,71.2247828846792,593.782899102692,308.883767563975,0,0
"977","Subject231","num1","negative",454.333333333333,86.8617850206274,628.056903374588,280.609763292078,0,0,"Subject231","num2","negative",429,49.8575749287686,528.715149857537,329.284850142463,0,0,"Subject231","num1","positive",452.333333333333,90.6635471834121,633.660427700157,271.006238966509,0,0,"Subject231","num2","positive",524.166666666667,42.9859032566245,610.138473179916,438.194860153418,0,0,"Subject231","num1","suicide",442.666666666667,99.0053564513588,640.677379569384,244.655953763949,0,0,"Subject231","num2","suicide",401.2,77.7014228383954,556.602845676791,245.797154323209,0,0,"Subject231","num1","neutral",462.5,105.295687557382,673.091375114764,251.908624885236,0,0,"Subject231","num2","neutral",424.166666666667,62.6836695180046,549.534005702676,298.799327630657,0,0
"985","Subject232","num1","negative",539.666666666667,149.629441277343,838.925549221352,240.407784111982,0,0,"Subject232","num2","negative",415.333333333333,51.9848462768165,519.303025886966,311.3636407797,0,0,"Subject232","num1","positive",424.833333333333,36.8654391817133,498.56421169676,351.102454969907,0,0,"Subject232","num2","positive",438.333333333333,94.7507095999654,627.834752533264,248.831914133403,0,0,"Subject232","num1","suicide",425.833333333333,58.6435043807974,543.120342094928,308.546324571738,0,0,"Subject232","num2","suicide",470.666666666667,36.9110314462254,544.488729559118,396.844603774216,0,0,"Subject232","num1","neutral",451.166666666667,62.7126684799713,576.592003626609,325.741329706724,0,0,"Subject232","num2","neutral",536,46.2719235507982,628.543847101596,443.456152898404,0,0
